"ip_addr","load_ms","image_total","minify_save","score_cookies","score_compress","requestType","type","dns_start","ssl_end","gzip_save","is_secure","server_count","score_gzip","ssl_start","full_url","dns_ms","connect_end","responseCode","ssl_ms","image_save","bytesIn","initiator_line","bytesOut","minify_total","id","dns_end","ttfb_ms","connect_start","score_cdn","cache_time","objectSizeUncompressed","load_start","connect_ms","method","objectSize","gzip_total","initiator_column","request_id","score_combine","score_etags","host","score_keep-alive","score_minify","initiator","socket","created","url","score_cache","server_rtt","cdn_provider","load_end","ttfb_start","ttfb_end","download_start","download_end","download_ms","all_start","all_end","all_ms","index","number","run","cached","protocol","priority","contentType","is_base_page","contentEncoding","cacheControl","jpeg_scan_count","score_progressive_jpeg","expires",
"23.40.70.146","103","43","","-1","100","Image","3","-1","-1","","1","","-1","-1","https://px.moatads.com/pixel.gif?e=44&t=1541378523556&de=607716217298&d=NBCU_YIELD_HEADER1%3AMobile%3A-%3A-&i=YIELD_INTELLIGENCE_INTERNAL1&ar=3595e181146-clean&zMoatRendered=0&zMoatSlotTargetingLoaded=0&zMoatSlotTargetingSet=0&zMoatPageDataTargetingSet=0&zMoatSafetyTargetingSet=0&zMoatEmptySlot=0&zMoatNadoDataLoadTime=2157&zMoatAllDataLoadTime=2157&bo=msnbc.com&bd=msnbc.com&ac=1&bq=11&f=0&zn=1&zMoat_YI1=0&zMoat_YI2=2157&zMoat_YI3=2157&zMoat_YIL0T=NBCU_YIELD_HEADER1&na=1102987428&cs=0","-1","-1","200","-1","0","368","","817","","181105_H5_9","-1","45","-1","100","","43","12529","-1","GET","43","","","0.168","-1","-1","px.moatads.com","100","-1","","52","12528","/pixel.gif?e=44&t=1541378523556&de=607716217298&d=NBCU_YIELD_HEADER1%3AMobile%3A-%3A-&i=YIELD_INTELLIGENCE_INTERNAL1&ar=3595e181146-clean&zMoatRendered=0&zMoatSlotTargetingLoaded=0&zMoatSlotTargetingSet=0&zMoatPageDataTargetingSet=0&zMoatSafetyTargetingSet=0&zMoatEmptySlot=0&zMoatNadoDataLoadTime=2157&zMoatAllDataLoadTime=2157&bo=msnbc.com&bd=msnbc.com&ac=1&bq=11&f=0&zn=1&zMoat_YI1=0&zMoat_YI2=2157&zMoat_YI3=2157&zMoat_YIL0T=NBCU_YIELD_HEADER1&na=1102987428&cs=0","-1","","Akamai","12632","12529","12574","12574","12632","58","12529","12632","103","170","171","1","0","http/1.1","low","image/gif","","","max-age=0, no-cache, no-store","","","Mon, 05 Nov 2018 00:42:06 GMT",
"52.45.67.54","66","43","","-1","100","Image","3","12289","12645","","1","","-1","12506","https://srv-2018-11-05-00.pixel.parsely.com/px/?rand=1541378526047&idsite=msnbc.com&url=https%3A%2F%2Fwww.msnbc.com%2F&urlref=&screen=375x667%7C375x667%7C32&data=%7B%22parsely_uuid%22%3A%22e4b9a48c-be38-4e4a-b4b7-dc5eb3851a8f%22%2C%22parsely_site_uuid%22%3A%22e4b9a48c-be38-4e4a-b4b7-dc5eb3851a8f%22%7D&sid=1&surl=https%3A%2F%2Fwww.msnbc.com%2F&sref=&sts=1541378526040&slts=0&title=MSNBC+%E2%80%94+Breaking+News%2C+Top+Stories%2C+%26+Show+Clips+%7C+NBC+News&date=Sun+Nov+04+2018+19%3A42%3A06+GMT-0500+(EST)&action=pageview","168","12506","200","139","0","198","5","851","","181105_H5_9","12457","61","12459","0","0","43","12646","47","GET","43","","1074","0.166","-1","-1","srv-2018-11-05-00.pixel.parsely.com","100","-1","https://d1z2jf7jlzjs58.cloudfront.net/code/ptrack-v0.9.2-engaged-time-slots-video.js","68","12288","/px/?rand=1541378526047&idsite=msnbc.com&url=https%3A%2F%2Fwww.msnbc.com%2F&urlref=&screen=375x667%7C375x667%7C32&data=%7B%22parsely_uuid%22%3A%22e4b9a48c-be38-4e4a-b4b7-dc5eb3851a8f%22%2C%22parsely_site_uuid%22%3A%22e4b9a48c-be38-4e4a-b4b7-dc5eb3851a8f%22%7D&sid=1&surl=https%3A%2F%2Fwww.msnbc.com%2F&sref=&sts=1541378526040&slts=0&title=MSNBC+%E2%80%94+Breaking+News%2C+Top+Stories%2C+%26+Show+Clips+%7C+NBC+News&date=Sun+Nov+04+2018+19%3A42%3A06+GMT-0500+(EST)&action=pageview","0","","","12712","12646","12707","12707","12712","5","12289","12712","420","171","172","1","0","http/1.1","low","image/gif","","","","","","",
"52.94.232.33","204","","","-1","-1","XHR","3","12490","12750","","1","","-1","12559","https://aax.amazon-adsystem.com/e/dtb/bid?src=3219&u=https%3A%2F%2Fwww.msnbc.com%2F&pid=9211030746001541378523482&cb=6429450528951541378526202&ws=375x603&v=7.18.00&t=2000&slots=%5B%7B%22sd%22%3A%22div-gpt-topbanner-52739492%22%2C%22s%22%3A%5B%22NONE%22%5D%2C%22sn%22%3A%22%2F2620%2Fmsnbc%2Fhomepage%2Fdiv-gpt-topbanner-52739492%22%7D%2C%7B%22sd%22%3A%22div-gpt-boxrail-52739492%22%2C%22s%22%3A%5B%22NONE%22%5D%2C%22sn%22%3A%22%2F2620%2Fmsnbc%2Fhomepage%2Fdiv-gpt-boxrail-52739492%22%7D%2C%7B%22sd%22%3A%22div-gpt-boxflex-52739492%22%2C%22s%22%3A%5B%22NONE%22%5D%2C%22sn%22%3A%22%2F2620%2Fmsnbc%2Fhomepage%2Fdiv-gpt-boxflex-52739492%22%7D%2C%7B%22sd%22%3A%22div-gpt-boxinline-52739492%22%2C%22s%22%3A%5B%22300x250%22%2C%225x5%22%2C%22700x50%22%5D%2C%22sn%22%3A%22%2F2620%2Fmsnbc%2Fhomepage%2Fdiv-gpt-boxinline-52739492%22%7D%2C%7B%22sd%22%3A%22div-gpt-interstitial-52739492%22%2C%22s%22%3A%5B%224x4%22%5D%2C%22sn%22%3A%22%2F2620%2Fmsnbc%2Fhomepage%2Fdiv-gpt-interstitial-52739492%22%7D%5D&pj=%7B%22si_section%22%3A%22nbcnews-bento%7CPAGE%22%2C%22apse%22%3A%7B%22chunkRequests%22%3Afalse%2C%22shouldSampleLatency%22%3Afalse%7D%7D&gdprl=%7B%22status%22%3A%22no-cmp%22%7D","25","12559","200","191","","305","2","1469","","181105_H5_9","12515","135","12516","0","0","47","12750","43","GET","47","","17388","0.167","-1","-1","aax.amazon-adsystem.com","100","-1","https://c.amazon-adsystem.com/aax2/apstag.js","70","12488","/e/dtb/bid?src=3219&u=https%3A%2F%2Fwww.msnbc.com%2F&pid=9211030746001541378523482&cb=6429450528951541378526202&ws=375x603&v=7.18.00&t=2000&slots=%5B%7B%22sd%22%3A%22div-gpt-topbanner-52739492%22%2C%22s%22%3A%5B%22NONE%22%5D%2C%22sn%22%3A%22%2F2620%2Fmsnbc%2Fhomepage%2Fdiv-gpt-topbanner-52739492%22%7D%2C%7B%22sd%22%3A%22div-gpt-boxrail-52739492%22%2C%22s%22%3A%5B%22NONE%22%5D%2C%22sn%22%3A%22%2F2620%2Fmsnbc%2Fhomepage%2Fdiv-gpt-boxrail-52739492%22%7D%2C%7B%22sd%22%3A%22div-gpt-boxflex-52739492%22%2C%22s%22%3A%5B%22NONE%22%5D%2C%22sn%22%3A%22%2F2620%2Fmsnbc%2Fhomepage%2Fdiv-gpt-boxflex-52739492%22%7D%2C%7B%22sd%22%3A%22div-gpt-boxinline-52739492%22%2C%22s%22%3A%5B%22300x250%22%2C%225x5%22%2C%22700x50%22%5D%2C%22sn%22%3A%22%2F2620%2Fmsnbc%2Fhomepage%2Fdiv-gpt-boxinline-52739492%22%7D%2C%7B%22sd%22%3A%22div-gpt-interstitial-52739492%22%2C%22s%22%3A%5B%224x4%22%5D%2C%22sn%22%3A%22%2F2620%2Fmsnbc%2Fhomepage%2Fdiv-gpt-interstitial-52739492%22%7D%5D&pj=%7B%22si_section%22%3A%22nbcnews-bento%7CPAGE%22%2C%22apse%22%3A%7B%22chunkRequests%22%3Afalse%2C%22shouldSampleLatency%22%3Afalse%7D%7D&gdprl=%7B%22status%22%3A%22no-cmp%22%7D","0","","","12954","12750","12885","12885","12954","69","12490","12954","463","172","173","1","0","http/1.1","medium","text/javascript;charset=UTF-8","","","","","","",
"","838","","","-1","-1","XHR","3","-1","-1","","1","","-1","-1","https://api.sail-personalize.com/v1/personalize/simple?pageviews=1&isMobile=1","-1","-1","200","-1","","407","2","0","","181105_H5_9","-1","837","-1","0","0","0","12785","-1","OPTIONS","18","","21860","0.169","-1","-1","api.sail-personalize.com","100","-1","https://ak.sail-horizon.com/spm/spm.v1.min.js","-1","12785","/v1/personalize/simple?pageviews=1&isMobile=1","0","","","13623","12785","13622","13622","13623","1","12785","13623","838","173","174","1","0","","","text/plain","","","","","","",
"34.193.238.15","172","","","-1","-1","Document","3","-1","-1","0","1","","100","-1","https://nbcu.demdex.net/dest5.html?d_nsid=0#https%3A%2F%2Fwww.msnbc.com%2F","-1","-1","200","-1","","3148","18","374","","181105_H5_9","-1","54","-1","-1","","6934","12806","-1","GET","2766","2766","423","0.170","-1","-1","nbcu.demdex.net","100","-1","https://www.msnbc.com/","26","12805","/dest5.html?d_nsid=0","-1","","","12978","12806","12860","12860","12978","118","12806","12978","172","174","175","1","0","http/1.1","high","text/html","","gzip","max-age=21600","","","Thu, 01 Jan 1970 00:00:00 GMT",
"108.177.103.155","438","","","-1","-1","XHR","3","-1","-1","0","1","","100","-1","https://securepubads.g.doubleclick.net/gampad/ads?gdfp_req=1&pvsid=1732889016569567&correlator=193654280170679&output=json_html&callback=googletag.impl.pubads.callbackProxy1&impl=fif&adsid=NT&eid=21061646%2C21062715%2C21062288%2C21062388&vrg=270&guci=2.2.0.0.2.2.0&sc=1&sfv=1-0-30&iu=%2F2620%2Fmsnbc%2Fhomepage&sz=1x1&ists=1&scp=pageid%3Dhomepage%26cont%3Dbentofront%26sect%3Dhome%26brand%3Dmsnbc%26targeting%3Dhomepage%2Cmsnbc%26vertical%3Dhomepage%26pos%3D_oop_bentofront_bento%26slot%3D_oop%26loadset%3D0%26m_mv%3DslotNoSlotData%26m_gv%3DslotNoSlotData%26excl_cat%3Dhome&eri=1&cust_params=m_data%3D0%26m_safety%3Dsafe%26m_categories%3Dmoat_safe%26m_mv%3DdataAvailable%26m_gv%3DdataAvailable%26adg%3DBoehringerJardiance_Neg%252CBrandSafety%252CCNECN513%252CCableTV%252CChase%252CEliLilly2014%252CFidelity_Negative%252CFluzone%252CHealth_Govt_Finance%252CHurricane_Harvey%252CIAS_ReligionPolitics%252CIAS_SearchList%252CIBM_Negative%252CJohnson_Johnson_BP%252CMicrosoft_Negative%252CNBCU_Sites%252CNewOrleansTourism_Neg%252CPopCulture%252CRepublicans%252CSSGA_GLD_Incremental_Keywords%252CShireBED2015%252CSinsale_Negative_2%252CT-Mobile_Negative%252CTMO_Neg%252CToyota_Neg%252CWalmart%252CWholeFoods_Neg%252Ccnecn513%252Ccnent513%252Ccngov513%252Cpoliticalcontent%252Csentiment%26pm%3D1&cookie_enabled=1&bc=7&lmt=1541378526&dt=1541378526846&dlt=1541378514453&idt=11315&frm=20&biw=375&bih=603&oid=3&adx=0&ady=0&adk=3945324877&uci=1&gut=v2&ifi=1&u_tz=-300&u_his=1&u_h=667&u_w=375&u_ah=667&u_aw=375&u_cd=32&u_sd=2&flash=0&url=https%3A%2F%2Fwww.msnbc.com%2F&dssz=120&icsg=671088640&std=15&vis=1&scr_x=0&scr_y=0&psz=0x0&msz=0x-1&ga_vid=1412942234.1541378527&ga_sid=1541378527&ga_hid=1610073767&fws=128","-1","-1","200","-1","","1182","1","1241","","181105_H5_9","-1","115","-1","100","","486","13187","-1","GET","312","312","136173","0.171","-1","-1","securepubads.g.doubleclick.net","100","-1","https://securepubads.g.doubleclick.net/gpt/pubads_impl_270.js?21062715","61","13186","/gampad/ads?gdfp_req=1&pvsid=1732889016569567&correlator=193654280170679&output=json_html&callback=googletag.impl.pubads.callbackProxy1&impl=fif&adsid=NT&eid=21061646%2C21062715%2C21062288%2C21062388&vrg=270&guci=2.2.0.0.2.2.0&sc=1&sfv=1-0-30&iu=%2F2620%2Fmsnbc%2Fhomepage&sz=1x1&ists=1&scp=pageid%3Dhomepage%26cont%3Dbentofront%26sect%3Dhome%26brand%3Dmsnbc%26targeting%3Dhomepage%2Cmsnbc%26vertical%3Dhomepage%26pos%3D_oop_bentofront_bento%26slot%3D_oop%26loadset%3D0%26m_mv%3DslotNoSlotData%26m_gv%3DslotNoSlotData%26excl_cat%3Dhome&eri=1&cust_params=m_data%3D0%26m_safety%3Dsafe%26m_categories%3Dmoat_safe%26m_mv%3DdataAvailable%26m_gv%3DdataAvailable%26adg%3DBoehringerJardiance_Neg%252CBrandSafety%252CCNECN513%252CCableTV%252CChase%252CEliLilly2014%252CFidelity_Negative%252CFluzone%252CHealth_Govt_Finance%252CHurricane_Harvey%252CIAS_ReligionPolitics%252CIAS_SearchList%252CIBM_Negative%252CJohnson_Johnson_BP%252CMicrosoft_Negative%252CNBCU_Sites%252CNewOrleansTourism_Neg%252CPopCulture%252CRepublicans%252CSSGA_GLD_Incremental_Keywords%252CShireBED2015%252CSinsale_Negative_2%252CT-Mobile_Negative%252CTMO_Neg%252CToyota_Neg%252CWalmart%252CWholeFoods_Neg%252Ccnecn513%252Ccnent513%252Ccngov513%252Cpoliticalcontent%252Csentiment%26pm%3D1&cookie_enabled=1&bc=7&lmt=1541378526&dt=1541378526846&dlt=1541378514453&idt=11315&frm=20&biw=375&bih=603&oid=3&adx=0&ady=0&adk=3945324877&uci=1&gut=v2&ifi=1&u_tz=-300&u_his=1&u_h=667&u_w=375&u_ah=667&u_aw=375&u_cd=32&u_sd=2&flash=0&url=https%3A%2F%2Fwww.msnbc.com%2F&dssz=120&icsg=671088640&std=15&vis=1&scr_x=0&scr_y=0&psz=0x0&msz=0x-1&ga_vid=1412942234.1541378527&ga_sid=1541378527&ga_hid=1610073767&fws=128","-1","","Google","13625","13187","13302","13302","13625","323","13187","13625","438","175","176","1","0","h2","medium","text/javascript; charset=UTF-8","","br","no-cache, must-revalidate","","","Fri, 01 Jan 1990 00:00:00 GMT",
"108.177.103.155","432","","","-1","-1","Script","3","-1","-1","0","1","","100","-1","https://securepubads.g.doubleclick.net/gpt/pubads_impl_rendering_270.js?21062715","-1","-1","200","-1","","21143","1","46","","181105_H5_9","-1","53","-1","100","31536000","55163","13192","-1","GET","20717","20717","19840","0.172","-1","-1","securepubads.g.doubleclick.net","100","-1","https://securepubads.g.doubleclick.net/gpt/pubads_impl_270.js?21062715","61","13191","/gpt/pubads_impl_rendering_270.js?21062715","100","","Google","13624","13192","13245","13245","13624","379","13192","13624","432","176","177","1","0","h2","high","text/javascript","","gzip","private, immutable, max-age=31536000","","","Mon, 05 Nov 2018 00:42:06 GMT",
"108.177.103.155","273","","","-1","-1","XHR","3","-1","-1","0","1","","100","-1","https://securepubads.g.doubleclick.net/gampad/ads?gdfp_req=1&pvsid=1732889016569567&correlator=193654280170679&output=json_html&callback=googletag.impl.pubads.callbackProxy2&impl=fif&adsid=NT&eid=21061646%2C21062715%2C21062288%2C21062388&vrg=270&guci=2.2.0.0.2.2.0&sc=1&sfv=1-0-30&iu=%2F2620%2Fmsnbc%2Fhomepage&sz=4x4&scp=pageid%3Dhomepage%26cont%3Dbentofront%26sect%3Dhome%26brand%3Dmsnbc%26targeting%3Dhomepage%2Cmsnbc%26vertical%3Dhomepage%26pos%3Dinterstitial_bentofront_bento%26slot%3Dinterstitial%26loadset%3D0%26amznbid%3D2%26amznp%3D2%26tile%3D8%26sz%3D4x4%26cat%3Dhome%26cag%255Btargeting%255D%3Dmsnbc%257Chomepage%26adunit%3D%252F2620%252Fmsnbc%252Fhomepage%26type%3Dbentofront%26content_id%3Dhomepage%26site%3Dnbcnews-bento%26path%3D%252F%26cag%255Badunit1%255D%3D2620%26cag%255Badunit2%255D%3Dmsnbc%26cag%255Badunit3%255D%3Dhomepage%26title%3DMSNBC%2520%2520Breaking%2520News%2520Top%2520Stories%2520%2520Show%2520Clips%2520%2520NBC%2520News%26NOLOAD%3Dmpstools%26USE_OVERLAY%3D0%26IRSOURCE%3Dfalse%26ASYNC%3D1%26m_mv%3DslotNoSlotData%26m_gv%3DslotNoSlotData%26excl_cat%3Dhome&eri=1&cust_params=m_data%3D0%26m_safety%3Dsafe%26m_categories%3Dmoat_safe%26m_mv%3DdataAvailable%26m_gv%3DdataAvailable%26adg%3DBoehringerJardiance_Neg%252CBrandSafety%252CCNECN513%252CCableTV%252CChase%252CEliLilly2014%252CFidelity_Negative%252CFluzone%252CHealth_Govt_Finance%252CHurricane_Harvey%252CIAS_ReligionPolitics%252CIAS_SearchList%252CIBM_Negative%252CJohnson_Johnson_BP%252CMicrosoft_Negative%252CNBCU_Sites%252CNewOrleansTourism_Neg%252CPopCulture%252CRepublicans%252CSSGA_GLD_Incremental_Keywords%252CShireBED2015%252CSinsale_Negative_2%252CT-Mobile_Negative%252CTMO_Neg%252CToyota_Neg%252CWalmart%252CWholeFoods_Neg%252Ccnecn513%252Ccnent513%252Ccngov513%252Cpoliticalcontent%252Csentiment%26pm%3D1&cookie_enabled=1&bc=7&lmt=1541378527&dt=1541378527005&dlt=1541378514453&idt=11315&frm=20&biw=375&bih=603&oid=3&adx=0&ady=156&adk=1544359170&uci=2&gut=v2&ifi=2&u_tz=-300&u_his=1&u_h=667&u_w=375&u_ah=667&u_aw=375&u_cd=32&u_sd=2&flash=0&url=https%3A%2F%2Fwww.msnbc.com%2F&dssz=121&icsg=671088640&std=15&vis=1&scr_x=0&scr_y=0&psz=375x0&msz=375x0&ga_vid=1412942234.1541378527&ga_sid=1541378527&ga_hid=1610073767&fws=4","-1","-1","200","-1","","1180","1","1591","","181105_H5_9","-1","87","-1","100","","486","13354","-1","GET","310","310","136173","0.174","-1","-1","securepubads.g.doubleclick.net","100","-1","https://securepubads.g.doubleclick.net/gpt/pubads_impl_270.js?21062715","61","13353","/gampad/ads?gdfp_req=1&pvsid=1732889016569567&correlator=193654280170679&output=json_html&callback=googletag.impl.pubads.callbackProxy2&impl=fif&adsid=NT&eid=21061646%2C21062715%2C21062288%2C21062388&vrg=270&guci=2.2.0.0.2.2.0&sc=1&sfv=1-0-30&iu=%2F2620%2Fmsnbc%2Fhomepage&sz=4x4&scp=pageid%3Dhomepage%26cont%3Dbentofront%26sect%3Dhome%26brand%3Dmsnbc%26targeting%3Dhomepage%2Cmsnbc%26vertical%3Dhomepage%26pos%3Dinterstitial_bentofront_bento%26slot%3Dinterstitial%26loadset%3D0%26amznbid%3D2%26amznp%3D2%26tile%3D8%26sz%3D4x4%26cat%3Dhome%26cag%255Btargeting%255D%3Dmsnbc%257Chomepage%26adunit%3D%252F2620%252Fmsnbc%252Fhomepage%26type%3Dbentofront%26content_id%3Dhomepage%26site%3Dnbcnews-bento%26path%3D%252F%26cag%255Badunit1%255D%3D2620%26cag%255Badunit2%255D%3Dmsnbc%26cag%255Badunit3%255D%3Dhomepage%26title%3DMSNBC%2520%2520Breaking%2520News%2520Top%2520Stories%2520%2520Show%2520Clips%2520%2520NBC%2520News%26NOLOAD%3Dmpstools%26USE_OVERLAY%3D0%26IRSOURCE%3Dfalse%26ASYNC%3D1%26m_mv%3DslotNoSlotData%26m_gv%3DslotNoSlotData%26excl_cat%3Dhome&eri=1&cust_params=m_data%3D0%26m_safety%3Dsafe%26m_categories%3Dmoat_safe%26m_mv%3DdataAvailable%26m_gv%3DdataAvailable%26adg%3DBoehringerJardiance_Neg%252CBrandSafety%252CCNECN513%252CCableTV%252CChase%252CEliLilly2014%252CFidelity_Negative%252CFluzone%252CHealth_Govt_Finance%252CHurricane_Harvey%252CIAS_ReligionPolitics%252CIAS_SearchList%252CIBM_Negative%252CJohnson_Johnson_BP%252CMicrosoft_Negative%252CNBCU_Sites%252CNewOrleansTourism_Neg%252CPopCulture%252CRepublicans%252CSSGA_GLD_Incremental_Keywords%252CShireBED2015%252CSinsale_Negative_2%252CT-Mobile_Negative%252CTMO_Neg%252CToyota_Neg%252CWalmart%252CWholeFoods_Neg%252Ccnecn513%252Ccnent513%252Ccngov513%252Cpoliticalcontent%252Csentiment%26pm%3D1&cookie_enabled=1&bc=7&lmt=1541378527&dt=1541378527005&dlt=1541378514453&idt=11315&frm=20&biw=375&bih=603&oid=3&adx=0&ady=156&adk=1544359170&uci=2&gut=v2&ifi=2&u_tz=-300&u_his=1&u_h=667&u_w=375&u_ah=667&u_aw=375&u_cd=32&u_sd=2&flash=0&url=https%3A%2F%2Fwww.msnbc.com%2F&dssz=121&icsg=671088640&std=15&vis=1&scr_x=0&scr_y=0&psz=375x0&msz=375x0&ga_vid=1412942234.1541378527&ga_sid=1541378527&ga_hid=1610073767&fws=4","-1","","Google","13627","13354","13441","13441","13627","186","13354","13627","273","177","178","1","0","h2","medium","text/javascript; charset=UTF-8","","br","no-cache, must-revalidate","","","Fri, 01 Jan 1990 00:00:00 GMT",
"173.194.223.132","312","","","-1","-1","Document","3","13210","13429","0","1","","100","13305","https://tpc.googlesyndication.com/safeframe/1-0-30/html/container.html","44","13305","200","124","","2166","1","232","","181105_H5_9","13254","92","13255","100","","3606","13429","50","GET","1737","1737","133931","0.173","-1","-1","tpc.googlesyndication.com","100","-1","https://securepubads.g.doubleclick.net/gpt/pubads_impl_270.js?21062715","71","13208","/safeframe/1-0-30/html/container.html","-1","","Google","13741","13429","13521","13521","13741","220","13210","13741","530","178","179","1","0","h2","high","text/html","","gzip","public, immutable, max-age=31536000","","","Fri, 25 Oct 2019 22:06:13 GMT",
"108.177.103.155","177","","","-1","-1","XHR","3","-1","-1","0","1","","100","-1","https://securepubads.g.doubleclick.net/gampad/ads?gdfp_req=1&pvsid=1732889016569567&correlator=193654280170679&output=json_html&callback=googletag.impl.pubads.callbackProxy3&impl=fif&adsid=NT&eid=21061646%2C21062715%2C21062288%2C21062388&vrg=270&guci=2.2.0.0.2.2.0&sc=1&sfv=1-0-30&iu=%2F2620%2Fmsnbc%2Fhomepage&sz=2x2&scp=nohb%3Da9%26pageid%3Dhomepage%26cont%3Dbentofront%26sect%3Dhome%26brand%3Dmsnbc%26targeting%3Dhomepage%2Cmsnbc%26vertical%3Dhomepage%26pos%3Dnativethreeup_bentofront_bento%26slot%3Dnativethreeup%26loadset%3D0%26polar%3Dnativethreeup%26tile%3D5%26sz%3D2x2%26cat%3Dhome%26cag%255Btargeting%255D%3Dmsnbc%257Chomepage%26adunit%3D%252F2620%252Fmsnbc%252Fhomepage%26type%3Dbentofront%26content_id%3Dhomepage%26site%3Dnbcnews-bento%26path%3D%252F%26cag%255Badunit1%255D%3D2620%26cag%255Badunit2%255D%3Dmsnbc%26cag%255Badunit3%255D%3Dhomepage%26title%3DMSNBC%2520%2520Breaking%2520News%2520Top%2520Stories%2520%2520Show%2520Clips%2520%2520NBC%2520News%26NOLOAD%3Dmpstools%26USE_OVERLAY%3D0%26IRSOURCE%3Dfalse%26ASYNC%3D1%26m_mv%3D50%2C40%2C30%2C20%2C10%26m_gv%3D40%2C30%2C20%2C10%26excl_cat%3Dhome&eri=1&cust_params=m_data%3D0%26m_safety%3Dsafe%26m_categories%3Dmoat_safe%26m_mv%3DdataAvailable%26m_gv%3DdataAvailable%26adg%3DBoehringerJardiance_Neg%252CBrandSafety%252CCNECN513%252CCableTV%252CChase%252CEliLilly2014%252CFidelity_Negative%252CFluzone%252CHealth_Govt_Finance%252CHurricane_Harvey%252CIAS_ReligionPolitics%252CIAS_SearchList%252CIBM_Negative%252CJohnson_Johnson_BP%252CMicrosoft_Negative%252CNBCU_Sites%252CNewOrleansTourism_Neg%252CPopCulture%252CRepublicans%252CSSGA_GLD_Incremental_Keywords%252CShireBED2015%252CSinsale_Negative_2%252CT-Mobile_Negative%252CTMO_Neg%252CToyota_Neg%252CWalmart%252CWholeFoods_Neg%252Ccnecn513%252Ccnent513%252Ccngov513%252Cpoliticalcontent%252Csentiment%26pm%3D1&cookie_enabled=1&bc=7&lmt=1541378527&dt=1541378527149&dlt=1541378514453&idt=11315&frm=20&biw=375&bih=603&oid=3&adx=187&ady=2036&adk=1032434315&uci=3&gut=v2&ifi=3&u_tz=-300&u_his=1&u_h=667&u_w=375&u_ah=667&u_aw=375&u_cd=32&u_sd=2&flash=0&url=https%3A%2F%2Fwww.msnbc.com%2F&dssz=121&icsg=671088640&std=15&vis=1&scr_x=0&scr_y=0&psz=375x20&msz=375x20&ga_vid=1412942234.1541378527&ga_sid=1541378527&ga_hid=1610073767&fws=4","-1","-1","200","-1","","1172","1","1612","","181105_H5_9","-1","95","-1","100","","486","13490","-1","GET","302","302","136173","0.175","-1","-1","securepubads.g.doubleclick.net","100","-1","https://securepubads.g.doubleclick.net/gpt/pubads_impl_270.js?21062715","61","13489","/gampad/ads?gdfp_req=1&pvsid=1732889016569567&correlator=193654280170679&output=json_html&callback=googletag.impl.pubads.callbackProxy3&impl=fif&adsid=NT&eid=21061646%2C21062715%2C21062288%2C21062388&vrg=270&guci=2.2.0.0.2.2.0&sc=1&sfv=1-0-30&iu=%2F2620%2Fmsnbc%2Fhomepage&sz=2x2&scp=nohb%3Da9%26pageid%3Dhomepage%26cont%3Dbentofront%26sect%3Dhome%26brand%3Dmsnbc%26targeting%3Dhomepage%2Cmsnbc%26vertical%3Dhomepage%26pos%3Dnativethreeup_bentofront_bento%26slot%3Dnativethreeup%26loadset%3D0%26polar%3Dnativethreeup%26tile%3D5%26sz%3D2x2%26cat%3Dhome%26cag%255Btargeting%255D%3Dmsnbc%257Chomepage%26adunit%3D%252F2620%252Fmsnbc%252Fhomepage%26type%3Dbentofront%26content_id%3Dhomepage%26site%3Dnbcnews-bento%26path%3D%252F%26cag%255Badunit1%255D%3D2620%26cag%255Badunit2%255D%3Dmsnbc%26cag%255Badunit3%255D%3Dhomepage%26title%3DMSNBC%2520%2520Breaking%2520News%2520Top%2520Stories%2520%2520Show%2520Clips%2520%2520NBC%2520News%26NOLOAD%3Dmpstools%26USE_OVERLAY%3D0%26IRSOURCE%3Dfalse%26ASYNC%3D1%26m_mv%3D50%2C40%2C30%2C20%2C10%26m_gv%3D40%2C30%2C20%2C10%26excl_cat%3Dhome&eri=1&cust_params=m_data%3D0%26m_safety%3Dsafe%26m_categories%3Dmoat_safe%26m_mv%3DdataAvailable%26m_gv%3DdataAvailable%26adg%3DBoehringerJardiance_Neg%252CBrandSafety%252CCNECN513%252CCableTV%252CChase%252CEliLilly2014%252CFidelity_Negative%252CFluzone%252CHealth_Govt_Finance%252CHurricane_Harvey%252CIAS_ReligionPolitics%252CIAS_SearchList%252CIBM_Negative%252CJohnson_Johnson_BP%252CMicrosoft_Negative%252CNBCU_Sites%252CNewOrleansTourism_Neg%252CPopCulture%252CRepublicans%252CSSGA_GLD_Incremental_Keywords%252CShireBED2015%252CSinsale_Negative_2%252CT-Mobile_Negative%252CTMO_Neg%252CToyota_Neg%252CWalmart%252CWholeFoods_Neg%252Ccnecn513%252Ccnent513%252Ccngov513%252Cpoliticalcontent%252Csentiment%26pm%3D1&cookie_enabled=1&bc=7&lmt=1541378527&dt=1541378527149&dlt=1541378514453&idt=11315&frm=20&biw=375&bih=603&oid=3&adx=187&ady=2036&adk=1032434315&uci=3&gut=v2&ifi=3&u_tz=-300&u_his=1&u_h=667&u_w=375&u_ah=667&u_aw=375&u_cd=32&u_sd=2&flash=0&url=https%3A%2F%2Fwww.msnbc.com%2F&dssz=121&icsg=671088640&std=15&vis=1&scr_x=0&scr_y=0&psz=375x20&msz=375x20&ga_vid=1412942234.1541378527&ga_sid=1541378527&ga_hid=1610073767&fws=4","-1","","Google","13667","13490","13585","13585","13667","82","13490","13667","177","179","180","1","0","h2","medium","text/javascript; charset=UTF-8","","br","no-cache, must-revalidate","","","Fri, 01 Jan 1990 00:00:00 GMT",
