"ip_addr","load_ms","image_total","minify_save","score_cookies","score_compress","requestType","type","dns_start","ssl_end","gzip_save","is_secure","server_count","score_gzip","ssl_start","full_url","dns_ms","connect_end","responseCode","ssl_ms","image_save","bytesIn","initiator_line","bytesOut","minify_total","cacheControl","id","dns_end","ttfb_ms","connect_start","score_cdn","cache_time","objectSizeUncompressed","load_start","connect_ms","method","objectSize","gzip_total","initiator_column","request_id","score_combine","score_etags","host","score_keep-alive","score_minify","initiator","socket","created","url","score_cache","server_rtt","cdn_provider","load_end","ttfb_start","ttfb_end","download_start","download_end","download_ms","all_start","all_end","all_ms","index","number","run","cached","protocol","priority","contentType","is_base_page","contentEncoding","expires","jpeg_scan_count","score_progressive_jpeg",
"","569","","","-1","-1","Image","3","-1","-1","","1","","-1","-1","https://sb.scorecardresearch.com/p?c1=8&c2=18969557&ns_ap_it=b&rn=40c0a9432b7c7064340f","-1","-1","302","-1","","528","2","0","","private, no-cache, no-cache=Set-Cookie, no-store, proxy-revalidate","181105_6Q_3","-1","569","-1","-1","","0","9212","-1","GET","0","","58884","0.176","-1","-1","sb.scorecardresearch.com","-1","-1","https://static.yieldmo.com/ym.m2.js","-1","9212","/p?c1=8&c2=18969557&ns_ap_it=b&rn=40c0a9432b7c7064340f","-1","","","9781","9212","9781","9781","9781","0","9212","9781","569","174","175","1","0","","","","","","Mon, 01 Jan 1990 00:00:00 GMT","","",
"","566","","","-1","-1","Image","3","-1","-1","","1","","-1","-1","https://sb.scorecardresearch.com/p?c1=8&c2=18969557&ns_ap_it=b&rn=6d0c20069d516b72138f","-1","-1","302","-1","","528","2","0","","private, no-cache, no-cache=Set-Cookie, no-store, proxy-revalidate","181105_6Q_3","-1","566","-1","-1","","0","9213","-1","GET","0","","58884","0.177","-1","-1","sb.scorecardresearch.com","-1","-1","https://static.yieldmo.com/ym.m2.js","-1","9213","/p?c1=8&c2=18969557&ns_ap_it=b&rn=6d0c20069d516b72138f","-1","","","9779","9213","9779","9779","9779","0","9213","9779","566","175","176","1","0","","","","","","Mon, 01 Jan 1990 00:00:00 GMT","","",
"173.194.78.148","339","42","","-1","100","Image","3","-1","-1","","1","","-1","-1","https://ad.doubleclick.net/ddm/trackimp/N183604.2005704YIELDMO/B20898574.232111515;dc_trk_aid=429664396;dc_trk_cid=67362106;kw=764344014241209959-2064545232167372674;ord=7510046359945990018;dc_lat=;dc_lat=;dc_rdid=;tag_for_child_directed_treatment=;tfua=?","-1","-1","200","-1","0","635","2","183","","no-cache, must-revalidate","181105_6Q_3","-1","117","-1","100","","42","9216","-1","GET","42","","58884","0.178","-1","-1","ad.doubleclick.net","100","-1","https://static.yieldmo.com/ym.m2.js","60","9214","/ddm/trackimp/N183604.2005704YIELDMO/B20898574.232111515;dc_trk_aid=429664396;dc_trk_cid=67362106;kw=764344014241209959-2064545232167372674;ord=7510046359945990018;dc_lat=;dc_lat=;dc_rdid=;tag_for_child_directed_treatment=;tfua=","-1","","Google","9555","9216","9333","9333","9555","222","9216","9555","339","176","177","1","0","h2","low","image/gif","","","Fri, 01 Jan 1990 00:00:00 GMT","","",
"23.214.64.72","329","15892","","-1","100","Image","3","9089","9223","","1","","-1","9156","https://static.yieldmo.com/img/crtv/2018/10/original/2064430182394961921/Series_Episodic_Shameless_Hiatus_310x310_Postcard.jpg","7","9156","200","67","0","16390","2","422","","private, max-age=2592000","181105_6Q_3","9096","104","9096","100","2592000","15892","9224","60","GET","15892","","17537","0.170","-1","-1","static.yieldmo.com","100","-1","https://static.yieldmo.com/ym.m2.js","71","9083","/img/crtv/2018/10/original/2064430182394961921/Series_Episodic_Shameless_Hiatus_310x310_Postcard.jpg","100","","Akamai","9553","9224","9328","9328","9553","225","9089","9553","463","177","178","1","0","http/1.1","low","image/jpeg","","","","1","0",
"23.214.64.72","328","15299","","-1","100","Image","3","9092","9224","","1","","-1","9157","https://static.yieldmo.com/icons/af-beta/c00b2164-a47a-4c10-a63e-4c97e7345db5.jpg","4","9157","200","67","0","15797","2","377","","private, max-age=2592000","181105_6Q_3","9096","102","9097","100","2592000","15299","9224","60","GET","15299","","17537","0.171","-1","-1","static.yieldmo.com","100","-1","https://static.yieldmo.com/ym.m2.js","70","9084","/icons/af-beta/c00b2164-a47a-4c10-a63e-4c97e7345db5.jpg","100","","Akamai","9552","9224","9326","9326","9552","226","9092","9552","459","178","179","1","0","http/1.1","low","image/jpeg","","","","1","0",
"23.214.64.72","511","60535","","-1","28","Image","3","9085","9225","","1","","-1","9157","https://static.yieldmo.com/img/crtv/2018/05/bui/80e9887923f1a30dc097513772f4d4b5.jpg","9","9157","200","68","43244","61033","2","380","","private, max-age=2592000","181105_6Q_3","9094","102","9095","100","2592000","60535","9225","62","GET","60535","","17537","0.169","-1","-1","static.yieldmo.com","100","-1","https://static.yieldmo.com/ym.m2.js","72","9082","/img/crtv/2018/05/bui/80e9887923f1a30dc097513772f4d4b5.jpg","100","","Akamai","9736","9225","9327","9327","9736","409","9085","9736","650","179","180","1","0","http/1.1","low","image/jpeg","","","","1","0",
"","623","","","-1","-1","Image","3","-1","-1","","1","","-1","-1","https://sb.scorecardresearch.com/p?c1=8&c2=18969557&ns_ap_it=b&rn=7fb3293ea44f749cdc5b","-1","-1","302","-1","","528","2","0","","private, no-cache, no-cache=Set-Cookie, no-store, proxy-revalidate","181105_6Q_3","-1","623","-1","-1","","0","9256","-1","GET","0","","58884","0.180","-1","-1","sb.scorecardresearch.com","-1","-1","https://static.yieldmo.com/ym.m2.js","-1","9256","/p?c1=8&c2=18969557&ns_ap_it=b&rn=7fb3293ea44f749cdc5b","-1","","","9879","9256","9879","9879","9879","0","9256","9879","623","180","181","1","0","","","","","","Mon, 01 Jan 1990 00:00:00 GMT","","",
"151.101.45.67","247","","","-1","-1","Font","3","-1","-1","","1","","-1","-1","https://registry.api.cnn.io/assets/fave/fonts/2.0.15/cnn-icons.woff","-1","-1","200","-1","","23646","19","38","","max-age=60","181105_6Q_3","-1","46","-1","100","7","23088","9310","-1","GET","23088","","","0.182","-1","-1","registry.api.cnn.io","100","-1","https://www.cnn.com/","58","9296","/assets/fave/fonts/2.0.15/cnn-icons.woff","0","","Fastly","9557","9310","9356","9356","9557","201","9310","9557","247","181","182","1","0","h2","medium","application/x-font-woff","","","","","",
"23.214.64.72","430","","","-1","-1","Font","3","-1","-1","","1","","-1","-1","https://static.yieldmo.com/icons/beta/CNNSansW04-Regular.woff2","-1","-1","200","-1","","47752","1","300","","private, max-age=2592000","181105_6Q_3","-1","71","-1","100","2592000","47240","9310","-1","GET","47240","","","0.183","-1","-1","static.yieldmo.com","100","-1","https://www.cnn.com/","24","9297","/icons/beta/CNNSansW04-Regular.woff2","100","","Akamai","9740","9310","9381","9381","9740","359","9310","9740","430","182","183","1","0","http/1.1","medium","application/octet-stream","","","","","",
"151.101.45.67","463","","","-1","-1","Font","3","-1","-1","","1","","-1","-1","https://www.i.cdn.cnn.com/.a/fonts/cnn/3.7.2/cnnsans-lightit.woff2","-1","-1","200","-1","","48535","19","286","","max-age=2592000","181105_6Q_3","-1","44","-1","100","1615180","47508","9310","-1","GET","47508","","","0.181","-1","-1","www.i.cdn.cnn.com","100","-1","https://www.cnn.com/","19","9296","/.a/fonts/cnn/3.7.2/cnnsans-lightit.woff2","100","","Fastly","9773","9310","9354","9354","9773","419","9310","9773","463","183","184","1","0","h2","medium","application/font-woff2","","","","","",
"23.214.64.72","413","","","-1","-1","Image","3","-1","-1","","1","","-1","-1","https://static.yieldmo.com/images/ad-choices.svg","-1","-1","200","-1","","1293","4","375","","private, max-age=2592000","181105_6Q_3","-1","101","-1","100","2592000","699","9332","-1","GET","699","","","0.184","-1","-1","static.yieldmo.com","100","-1","about:srcdoc","70","9313","/images/ad-choices.svg","100","","Akamai","9745","9332","9433","9433","9745","312","9332","9745","413","184","185","1","0","http/1.1","low","image/svg+xml","","","","","",
"23.212.111.187","330","43","","-1","100","","3","-1","-1","","1","","-1","-1","https://sb.scorecardresearch.com/p2?c1=8&c2=18969557&ns_ap_it=b&rn=9a406af4afc656bf4028","-1","-1","200","-1","0","276","19","827","","private, no-cache, no-cache=Set-Cookie, no-store, proxy-revalidate","181105_6Q_3","-1","329","-1","100","","43","9550","-1","GET","43","","","0.175.1","-1","-1","sb.scorecardresearch.com","100","-1","https://www.cnn.com/","53","9550","/p2?c1=8&c2=18969557&ns_ap_it=b&rn=9a406af4afc656bf4028","-1","","Akamai","9880","9550","9879","9879","9880","1","9550","9880","330","185","186","1","0","http/1.1","low","image/gif","","","Mon, 01 Jan 1990 00:00:00 GMT","","",
"","301","","","-1","-1","Image","3","-1","-1","","1","","-1","-1","https://sb.scorecardresearch.com/b?c1=7&c2=14320224&c3=185&cs_ucfr=1&ns__t=1541377801070&ns_c=windows-1252&ns_if=1&cv=3.1&c8=&c7=https%3A%2F%2Fwidgets.outbrain.com%2FwidgetOBUserSync%2FobUserSync.html%23pid%3D185%26dmpenabled%3Dtrue%26filterDMP%3DOEN%26csenabled%3Dtrue%26d%3DjtNIum6vTaU7nuuGIw4xSV0TbtM-ei80eMucGX2VsbsQDWAUVZEX3JjHXjYhNJQq&c9=https%3A%2F%2Fwww.cnn.com%2F","-1","-1","302","-1","","814","1","0","","private, no-cache, no-cache=Set-Cookie, no-store, proxy-revalidate","181105_6Q_3","-1","301","-1","-1","","0","9583","-1","GET","0","","612","0.185","-1","-1","sb.scorecardresearch.com","-1","-1","https://sb.scorecardresearch.com/beacon.js","-1","9583","/b?c1=7&c2=14320224&c3=185&cs_ucfr=1&ns__t=1541377801070&ns_c=windows-1252&ns_if=1&cv=3.1&c8=&c7=https%3A%2F%2Fwidgets.outbrain.com%2FwidgetOBUserSync%2FobUserSync.html%23pid%3D185%26dmpenabled%3Dtrue%26filterDMP%3DOEN%26csenabled%3Dtrue%26d%3DjtNIum6vTaU7nuuGIw4xSV0TbtM-ei80eMucGX2VsbsQDWAUVZEX3JjHXjYhNJQq&c9=https%3A%2F%2Fwww.cnn.com%2F","-1","","","9884","9583","9884","9884","9884","0","9583","9884","301","186","187","1","0","","","","","","Mon, 01 Jan 1990 00:00:00 GMT","","",
"52.201.13.103","282","","","-1","-1","XHR","3","9212","9600","","1","","-1","9318","https://ads.yieldmo.com/v000/t_tkr/ev?type=r&dh=2508856718&ymid=8632bd13523cab097f22&v=9.5.19-23&imp=8403637381631821824&plid=764344014241209959&pvid=2076346568434161870&pft=1541377798831&x=0&y=0&pvt=1541377799275&stime=1541377800696&etime=1541377800697","3","9318","204","282","","68","2","339","","","181105_6Q_3","9215","78","9217","-1","","0","9600","101","GET","0","","23875","0.174","-1","-1","ads.yieldmo.com","-1","-1","https://static.yieldmo.com/ym.m2.js","73","9209","/v000/t_tkr/ev?type=r&dh=2508856718&ymid=8632bd13523cab097f22&v=9.5.19-23&imp=8403637381631821824&plid=764344014241209959&pvid=2076346568434161870&pft=1541377798831&x=0&y=0&pvt=1541377799275&stime=1541377800696&etime=1541377800697","-1","","","9882","9600","9678","9678","9882","204","9212","9882","668","187","188","1","0","h2","medium","","","","","","",
"52.201.13.103","255","","","-1","-1","XHR","3","-1","-1","","1","","-1","-1","https://ads.yieldmo.com/v000/t_tkr/ev?type=dl&dltime=619&fver=5.6.3-F6-9-10-14-15-16-18-34-36-38-40-43-44-45-46-B366&bottom=12922&ph=14483&pw=375&top=12419&imp=8403637381631821824&plid=764344014241209959&pvid=2076346568434161870&pft=1541377798831&x=0&y=0&pvt=1541377799275&stime=1541377801236&etime=1541377801259","-1","-1","204","-1","","68","2","225","","","181105_6Q_3","-1","52","-1","-1","","0","9772","-1","GET","0","","23875","0.186","-1","-1","ads.yieldmo.com","-1","-1","https://static.yieldmo.com/ym.m2.js","73","9771","/v000/t_tkr/ev?type=dl&dltime=619&fver=5.6.3-F6-9-10-14-15-16-18-34-36-38-40-43-44-45-46-B366&bottom=12922&ph=14483&pw=375&top=12419&imp=8403637381631821824&plid=764344014241209959&pvid=2076346568434161870&pft=1541377798831&x=0&y=0&pvt=1541377799275&stime=1541377801236&etime=1541377801259","-1","","","10027","9772","9824","9824","10027","203","9772","10027","255","188","189","1","0","h2","medium","","","","","","",
"23.212.111.187","245","43","","-1","100","","3","-1","-1","","1","","-1","-1","https://sb.scorecardresearch.com/p2?c1=8&c2=18969557&ns_ap_it=b&rn=6d0c20069d516b72138f","-1","-1","200","-1","0","276","19","827","","private, no-cache, no-cache=Set-Cookie, no-store, proxy-revalidate","181105_6Q_3","-1","243","-1","100","","43","9780","-1","GET","43","","","0.177.1","-1","-1","sb.scorecardresearch.com","100","-1","https://www.cnn.com/","53","9780","/p2?c1=8&c2=18969557&ns_ap_it=b&rn=6d0c20069d516b72138f","-1","","Akamai","10025","9780","10023","10023","10025","2","9780","10025","245","189","190","1","0","http/1.1","low","image/gif","","","Mon, 01 Jan 1990 00:00:00 GMT","","",
"23.212.111.187","242","43","","-1","100","","3","-1","-1","","1","","-1","-1","https://sb.scorecardresearch.com/p2?c1=8&c2=18969557&ns_ap_it=b&rn=40c0a9432b7c7064340f","-1","-1","200","-1","0","276","19","827","","private, no-cache, no-cache=Set-Cookie, no-store, proxy-revalidate","181105_6Q_3","-1","241","-1","100","","43","9781","-1","GET","43","","","0.176.1","-1","-1","sb.scorecardresearch.com","100","-1","https://www.cnn.com/","74","9781","/p2?c1=8&c2=18969557&ns_ap_it=b&rn=40c0a9432b7c7064340f","-1","","Akamai","10023","9781","10022","10022","10023","1","9781","10023","242","190","191","1","0","http/1.1","low","image/gif","","","Mon, 01 Jan 1990 00:00:00 GMT","","",
"23.214.64.161","427","","","-1","-1","Script","3","9338","9789","0","1","","100","9471","https://z.moatads.com/yieldmodisplay554285300888/moatad.js#moatClientLevel1=Neo_%40_Ogilvy_-_Showtime&moatClientLevel2=Showtime_-_September_2018&moatClientLevel3=Turner+-+CNN.com&moatClientLevel4=PV79XQ_STN_SOI_001_Endemic_YIELDMO_SSS%7CY18%7CTRU%7CMWEB%7CCOS%7CPL%7CAQ%7CPRO%7CSTRM%7CCT%7CNA%7CContextual_Alignment_-_Series%7CNAT%7CSRS%7CEPS%7CSH%7CHA%7C310x310%7CDomino%7C_Run_of_Network_Contextual_P18%2B_310_x_310_Click_and_View_DRM_NA_USD-US_Dollar&moatClientSlicer1=CNN_NationalNews_Homepage_Footer_MobileWeb","59","9471","200","318","","81086","1","296","","max-age=44963","181105_6Q_3","9397","72","9399","100","44963","262652","9789","72","GET","80657","80657","436","0.179","-1","-1","z.moatads.com","100","-1","https://www.cnn.com/","75","9255","/yieldmodisplay554285300888/moatad.js","50","","Akamai","10216","9789","9861","9861","10216","355","9338","10216","876","191","192","1","0","http/1.1","high","application/x-javascript","","gzip","","","",
"","594","","","-1","-1","Image","3","-1","-1","","1","","-1","-1","https://idsync.rlcdn.com/397286.gif?partner_uid=8632bd13523cab097f22","-1","-1","307","-1","","512","2","0","","no-cache, no-store","181105_6Q_3","-1","594","-1","-1","","0","9839","-1","GET","0","","29935","0.187","-1","-1","idsync.rlcdn.com","-1","-1","https://static.yieldmo.com/partner.min.html?mps=0&partners=&#8632bd13523cab097f22","-1","9839","/397286.gif?partner_uid=8632bd13523cab097f22","-1","","","10433","9839","10433","10433","10433","0","9839","10433","594","192","193","1","0","","","","","","","","",
"","591","","","-1","-1","Image","3","-1","-1","","1","","-1","-1","https://cm.g.doubleclick.net/pixel?google_nid=yieldmo_dbm&google_cm&pn_id=c","-1","-1","302","-1","","1034","2","0","","no-cache, must-revalidate","181105_6Q_3","-1","591","-1","-1","","0","9842","-1","GET","296","","30145","0.188","-1","-1","cm.g.doubleclick.net","-1","-1","https://static.yieldmo.com/partner.min.html?mps=0&partners=&#8632bd13523cab097f22","-1","9842","/pixel?google_nid=yieldmo_dbm&google_cm&pn_id=c","-1","","","10433","9842","10433","10433","10433","0","9842","10433","591","193","194","1","0","","","text/html; charset=UTF-8","","","Fri, 01 Jan 1990 00:00:00 GMT","","",
"","163","","","-1","-1","Image","3","-1","-1","","1","","-1","-1","https://match.adsrvr.org/track/cmf/generic?ttd_pid=yieldmo&ttd_tpi=1&ttd_puid=8632bd13523cab097f22&gdpr=0","-1","-1","302","-1","","813","2","0","","private,no-cache, must-revalidate","181105_6Q_3","-1","163","-1","-1","","0","9865","-1","GET","241","","30145","0.189","-1","-1","match.adsrvr.org","-1","-1","https://static.yieldmo.com/partner.min.html?mps=0&partners=&#8632bd13523cab097f22","-1","9865","/track/cmf/generic?ttd_pid=yieldmo&ttd_tpi=1&ttd_puid=8632bd13523cab097f22&gdpr=0","-1","","","10028","9865","10028","10028","10028","0","9865","10028","163","194","195","1","0","","","text/html","","","","","",
"23.212.111.187","150","43","","-1","100","","3","-1","-1","","1","","-1","-1","https://sb.scorecardresearch.com/p2?c1=8&c2=18969557&ns_ap_it=b&rn=7fb3293ea44f749cdc5b","-1","-1","200","-1","0","276","19","827","","private, no-cache, no-cache=Set-Cookie, no-store, proxy-revalidate","181105_6Q_3","-1","150","-1","100","","43","9878","-1","GET","43","","","0.180.1","-1","-1","sb.scorecardresearch.com","100","-1","https://www.cnn.com/","53","9878","/p2?c1=8&c2=18969557&ns_ap_it=b&rn=7fb3293ea44f749cdc5b","-1","","Akamai","10028","9878","10028","10028","10028","0","9878","10028","150","195","196","1","0","http/1.1","low","image/gif","","","Mon, 01 Jan 1990 00:00:00 GMT","","",
"23.212.111.187","145","","","-1","-1","","3","-1","-1","","1","","-1","-1","https://sb.scorecardresearch.com/b2?c1=7&c2=14320224&c3=185&cs_ucfr=1&ns__t=1541377801070&ns_c=windows-1252&ns_if=1&cv=3.1&c8=&c7=https%3A%2F%2Fwidgets.outbrain.com%2FwidgetOBUserSync%2FobUserSync.html%23pid%3D185%26dmpenabled%3Dtrue%26filterDMP%3DOEN%26csenabled%3Dtrue%26d%3DjtNIum6vTaU7nuuGIw4xSV0TbtM-ei80eMucGX2VsbsQDWAUVZEX3JjHXjYhNJQq&c9=https%3A%2F%2Fwww.cnn.com%2F","-1","-1","204","-1","","209","1","1481","","private, no-cache, no-cache=Set-Cookie, no-store, proxy-revalidate","181105_6Q_3","-1","145","-1","-1","","0","9884","-1","GET","0","","","0.185.1","-1","-1","sb.scorecardresearch.com","-1","-1","https://widgets.outbrain.com/widgetOBUserSync/obUserSync.html#pid=185&dmpenabled=true&filterDMP=OEN&csenabled=true&d=jtNIum6vTaU7nuuGIw4xSV0TbtM-ei80eMucGX2VsbsQDWAUVZEX3JjHXjYhNJQq","74","9884","/b2?c1=7&c2=14320224&c3=185&cs_ucfr=1&ns__t=1541377801070&ns_c=windows-1252&ns_if=1&cv=3.1&c8=&c7=https%3A%2F%2Fwidgets.outbrain.com%2FwidgetOBUserSync%2FobUserSync.html%23pid%3D185%26dmpenabled%3Dtrue%26filterDMP%3DOEN%26csenabled%3Dtrue%26d%3DjtNIum6vTaU7nuuGIw4xSV0TbtM-ei80eMucGX2VsbsQDWAUVZEX3JjHXjYhNJQq&c9=https%3A%2F%2Fwww.cnn.com%2F","-1","","","10029","9884","10029","10029","10029","0","9884","10029","145","196","197","1","0","http/1.1","low","","","","Mon, 01 Jan 1990 00:00:00 GMT","","",
"18.205.99.62","403","70","","-1","100","","3","-1","-1","","1","","-1","-1","https://match.adsrvr.org/track/cmb/generic?ttd_pid=yieldmo&ttd_tpi=1&ttd_puid=8632bd13523cab097f22&gdpr=0","-1","-1","200","-1","0","423","3","242","","private,no-cache, must-revalidate","181105_6Q_3","-1","188","-1","-1","","311","10028","-1","GET","70","","","0.189.1","-1","-1","match.adsrvr.org","100","-1","https://static.yieldmo.com/partner.min.html?mps=0&partners=&#8632bd13523cab097f22","32","10028","/track/cmb/generic?ttd_pid=yieldmo&ttd_tpi=1&ttd_puid=8632bd13523cab097f22&gdpr=0","-1","","","10431","10028","10216","10216","10431","215","10028","10431","403","197","198","1","0","h2","low","image/gif","","","","","",
"","301","","","-1","-1","","3","-1","-1","","1","","-1","-1","https://idsync.rlcdn.com/1000.gif?memo=COafGBIfChsIARCGbhoUODYzMmJkMTM1MjNjYWIwOTdmMjIQABoNCIme_t4FEgUI6AcQAEIASgA","-1","-1","307","-1","","345","3","0","","no-cache, no-store","181105_6Q_3","-1","301","-1","-1","","0","10433","-1","GET","0","","","0.187.1","-1","-1","idsync.rlcdn.com","-1","-1","https://static.yieldmo.com/partner.min.html?mps=0&partners=&#8632bd13523cab097f22","-1","10433","/1000.gif?memo=COafGBIfChsIARCGbhoUODYzMmJkMTM1MjNjYWIwOTdmMjIQABoNCIme_t4FEgUI6AcQAEIASgA","-1","","","10734","10433","10734","10734","10734","0","10433","10734","301","198","199","1","0","","","","","","","","",
"","301","","","-1","-1","","3","-1","-1","","1","","-1","-1","https://cm.g.doubleclick.net/pixel?google_nid=yieldmo_dbm&google_cm=&pn_id=c&google_tc=","-1","-1","302","-1","","964","3","0","","no-cache, must-revalidate","181105_6Q_3","-1","301","-1","-1","","0","10434","-1","GET","257","","","0.188.1","-1","-1","cm.g.doubleclick.net","-1","-1","https://static.yieldmo.com/partner.min.html?mps=0&partners=&#8632bd13523cab097f22","-1","10434","/pixel?google_nid=yieldmo_dbm&google_cm=&pn_id=c&google_tc=","-1","","","10735","10434","10735","10735","10735","0","10434","10735","301","199","200","1","0","","","text/html; charset=UTF-8","","","Fri, 01 Jan 1990 00:00:00 GMT","","",
"151.101.45.67","421","","","-1","-1","Script","3","-1","-1","0","1","","100","-1","https://registry.api.cnn.io/bundles/fave/vendor-b34a3ab4/vendor","-1","-1","200","-1","","60365","2","42","","max-age=60","181105_6Q_3","-1","27","-1","100","-51","209010","10615","-1","GET","59737","59737","126496","0.190","-1","-1","registry.api.cnn.io","100","-1","https://registry.api.cnn.io/bundles/fave/latest-2.x/js","58","10614","/bundles/fave/vendor-b34a3ab4/vendor","0","","Fastly","11036","10615","10642","10642","11036","394","10615","11036","421","200","201","1","0","h2","high","application/javascript; charset=utf-8","","gzip","","","",
"151.101.45.67","508","","","-1","-1","Script","3","-1","-1","0","1","","100","-1","https://registry.api.cnn.io/bundles/fave/theoplayer-3297463a/theoplayer","-1","-1","200","-1","","420262","2","47","","max-age=60","181105_6Q_3","-1","78","-1","100","15","1438722","10617","-1","GET","419634","419634","126496","0.191","-1","-1","registry.api.cnn.io","100","-1","https://registry.api.cnn.io/bundles/fave/latest-2.x/js","58","10615","/bundles/fave/theoplayer-3297463a/theoplayer","0","","Fastly","11125","10617","10695","10695","11125","430","10617","11125","508","201","202","1","0","h2","high","application/javascript; charset=utf-8","","gzip","","","",
"151.101.45.67","424","","","-1","-1","Script","3","-1","-1","0","1","","100","-1","https://registry.api.cnn.io/bundles/fave/freewheel-dad59dc1/freewheel","-1","-1","200","-1","","62321","2","45","","max-age=60","181105_6Q_3","-1","128","-1","100","-39","243466","10618","-1","GET","61694","61694","126496","0.192","-1","-1","registry.api.cnn.io","100","-1","https://registry.api.cnn.io/bundles/fave/latest-2.x/js","58","10615","/bundles/fave/freewheel-dad59dc1/freewheel","0","","Fastly","11042","10618","10746","10746","11042","296","10618","11042","424","202","203","1","0","h2","high","application/javascript; charset=utf-8","","gzip","","","",
"151.101.45.67","424","","","-1","-1","Script","3","-1","-1","0","1","","100","-1","https://registry.api.cnn.io/bundles/fave/2.17.0/app","-1","-1","200","-1","","58973","2","33","","max-age=60","181105_6Q_3","-1","141","-1","100","12","244510","10619","-1","GET","58346","58346","126496","0.193","-1","-1","registry.api.cnn.io","100","-1","https://registry.api.cnn.io/bundles/fave/latest-2.x/js","58","10616","/bundles/fave/2.17.0/app","0","","Fastly","11043","10619","10760","10760","11043","283","10619","11043","424","203","204","1","0","h2","high","application/javascript; charset=utf-8","","gzip","","","",
"152.195.33.69","95","","","-1","-1","Stylesheet","3","-1","-1","0","1","","100","-1","https://cdn.cookielaw.org/skins/default_flat_bottom_two_button_black/v2/css/optanon.css","-1","-1","200","-1","","7279","3","74","","public, max-age=2592000","181105_6Q_3","-1","55","-1","100","2592000","30181","10642","-1","GET","6832","6832","359","0.195","-1","-1","cdn.cookielaw.org","100","-1","https://cdn.cookielaw.org/consent/57532588-b33e-4ac1-9ad8-f23937bfbc25.js","7","10637","/skins/default_flat_bottom_two_button_black/v2/css/optanon.css","100","","Microsoft Azure","10737","10642","10697","10697","10737","40","10642","10737","95","204","205","1","0","h2","high","text/css","","gzip","","","",
"","4403","","","-1","-1","XHR","3","-1","-1","","1","","-1","-1","https://revee.outbrain.com/page/view","-1","-1","200","-1","","444","2","0","","","181105_6Q_3","-1","4402","-1","-1","","0","10682","-1","OPTIONS","0","","1236","0.196","-1","-1","revee.outbrain.com","0","-1","https://rva.outbrain.com/analytics-v1.js","-1","10682","/page/view","-1","","","15085","10682","15084","15084","15085","1","10682","15085","4403","205","206","1","0","","","","","","","","",
"","4405","","","-1","-1","","3","-1","-1","","1","","-1","-1","https://pippio.com/api/sync?pid=5324&_=2","-1","-1","307","-1","","666","3","0","","no-cache, no-store","181105_6Q_3","-1","4405","-1","-1","","0","10734","-1","GET","0","","","0.187.2","-1","-1","pippio.com","-1","-1","https://static.yieldmo.com/partner.min.html?mps=0&partners=&#8632bd13523cab097f22","-1","10734","/api/sync?pid=5324&_=2","-1","","","15139","10734","15139","15139","15139","0","10734","15139","4405","206","207","1","0","","","","","","","","",
"52.201.13.103","309","43","","-1","100","","3","-1","-1","","1","","-1","-1","https://ads.yieldmo.com/v000/sync?pn_id=c&google_error=3","-1","-1","200","-1","0","305","3","458","","","181105_6Q_3","-1","309","-1","-1","","596","10735","-1","GET","43","","","0.188.2","-1","-1","ads.yieldmo.com","100","-1","https://static.yieldmo.com/partner.min.html?mps=0&partners=&#8632bd13523cab097f22","54","10735","/v000/sync?pn_id=c&google_error=3","-1","","","11044","10735","11044","11044","11044","0","10735","11044","309","207","208","1","0","h2","low","image/gif","","","","","",
"64.233.180.95","3994","","","-1","-1","Script","3","10692","11142","0","1","","100","10829","https://ajax.googleapis.com/ajax/libs/jquery/1.11.2/jquery.min.js","75","10829","200","313","","33997","7","184","","public, max-age=31536000, stale-while-revalidate=2592000","181105_6Q_3","10767","64","10774","100","31256196","95931","11144","55","GET","33495","33495","393","0.194","-1","-1","ajax.googleapis.com","100","-1","https://cdn.cookielaw.org/consent/57532588-b33e-4ac1-9ad8-f23937bfbc25.js","76","10636","/ajax/libs/jquery/1.11.2/jquery.min.js","100","","Google","15138","11144","11208","11208","15138","3930","10692","15138","4437","208","209","1","0","h2","high","text/javascript; charset=UTF-8","","gzip","Fri, 01 Nov 2019 18:46:38 GMT","","",
